date,AMGN,AXP,CAT,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
2024-01-30,-1,0,10,1,-2,5,-2,7,-2,-2,-2,-2,-2,4,-2,-2,-2,2,-2,-2,-2,1,0,2,1
2024-01-31,-1,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-01,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-02,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-05,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-06,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-07,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-08,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-09,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-12,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-13,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-14,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-15,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-16,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-20,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-21,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-22,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-23,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-26,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-27,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-28,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-02-29,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-01,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-04,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-05,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-06,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-07,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-08,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-11,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-12,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-13,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-14,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-15,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-18,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-19,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-20,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-21,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-22,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-25,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-26,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-27,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-03-28,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-01,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-02,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-03,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-04,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-05,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-08,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
2024-04-09,0,0,10,1,0,5,0,7,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,1
